link,label,column
//johnpe.art/about,About me
//johnpe.art/writing,Writing
//photos.johnpe.art,Photos
//podcast.johnpe.art,Podcasts
//goals.johnpe.art,Goals
//johnpe.art/projects,Projects
//johnpe.art/manuals,Manuals
